timestamp,open,high,low,close,volume
2025-01-01 00:00:00,2.0836,2.1494,2.0811,2.1357,73175343.0
2025-01-01 12:00:00,2.1358,2.3545,2.1312,2.3328,267594931.0
2025-01-02 00:00:00,2.3329,2.4522,2.3297,2.4035,235675083.0
2025-01-02 12:00:00,2.4035,2.438,2.3641,2.4024,125521298.0
2025-01-03 00:00:00,2.4024,2.4743,2.3966,2.4087,126935333.0
2025-01-03 12:00:00,2.4087,2.4798,2.4011,2.4547,106737395.0
2025-01-04 00:00:00,2.4546,2.509,2.428,2.4407,103729846.0
2025-01-04 12:00:00,2.4408,2.4629,2.3999,2.4201,76064080.0
2025-01-05 00:00:00,2.4201,2.4285,2.3273,2.3527,89514808.0
2025-01-05 12:00:00,2.3527,2.4149,2.344,2.3994,66023052.0
2025-01-06 00:00:00,2.3993,2.4423,2.3734,2.3959,86174700.0
2025-01-06 12:00:00,2.3958,2.4584,2.3674,2.42,108118577.0
2025-01-07 00:00:00,2.42,2.4683,2.3933,2.422,93610667.0
2025-01-07 12:00:00,2.422,2.4431,2.2572,2.2712,248866671.0
2025-01-08 00:00:00,2.2712,2.367,2.2577,2.3262,151915115.0
2025-01-08 12:00:00,2.3263,2.3986,2.2001,2.3731,249120914.0
2025-01-09 00:00:00,2.373,2.3956,2.2874,2.304,122435120.0
2025-01-09 12:00:00,2.3039,2.3385,2.2351,2.2722,172149966.0
2025-01-10 00:00:00,2.2722,2.3265,2.2578,2.3095,84817433.0
2025-01-10 12:00:00,2.3095,2.3699,2.2465,2.3414,163200845.0
2025-01-11 00:00:00,2.3414,2.437,2.3249,2.4195,83363717.0
2025-01-11 12:00:00,2.4194,2.6036,2.3779,2.5764,265808779.0
2025-01-12 00:00:00,2.5764,2.5835,2.47,2.4946,116917719.0
2025-01-12 12:00:00,2.4946,2.555,2.4847,2.5046,105994614.0
2025-01-13 00:00:00,2.5045,2.5634,2.3351,2.3389,218556068.0
2025-01-13 12:00:00,2.3388,2.5562,2.3297,2.5232,296800678.0
2025-01-14 00:00:00,2.5232,2.6028,2.5126,2.5753,161563248.0
2025-01-14 12:00:00,2.5753,2.7,2.5467,2.6673,235664094.0
2025-01-15 00:00:00,2.6673,2.8928,2.6492,2.7612,426733423.0
2025-01-15 12:00:00,2.7612,3.2,2.7262,3.1429,635896699.23
2025-01-16 00:00:00,3.143,3.21,2.9228,3.1967,485217263.66
2025-01-16 12:00:00,3.1968,3.4,3.1614,3.2451,625153958.54
2025-01-17 00:00:00,3.245,3.3544,3.2275,3.2989,256344643.0
2025-01-17 12:00:00,3.2989,3.318,3.1758,3.2922,273588851.0
2025-01-18 00:00:00,3.2923,3.2996,3.058,3.1729,271936767.0
2025-01-18 12:00:00,3.1729,3.29,3.1324,3.2697,186152177.0
2025-01-19 00:00:00,3.2697,3.2929,3.0351,3.054,275051697.0
2025-01-19 12:00:00,3.0541,3.2379,2.8277,2.9587,388277108.0
2025-01-20 00:00:00,2.9586,3.3448,2.909,3.3263,397238343.0
2025-01-20 12:00:00,3.3262,3.3695,3.0,3.1053,441522915.0
2025-01-21 00:00:00,3.1053,3.193,3.0124,3.1112,205320576.0
2025-01-21 12:00:00,3.1112,3.246,3.0784,3.1738,171102926.0
2025-01-22 00:00:00,3.1739,3.2348,3.1414,3.2348,96312218.0
2025-01-22 12:00:00,3.2348,3.2854,3.1237,3.1803,195449056.0
2025-01-23 00:00:00,3.1802,3.1826,3.0623,3.0852,117529297.0
2025-01-23 12:00:00,3.0852,3.1868,3.0374,3.1194,187785549.0
2025-01-24 00:00:00,3.1194,3.201,3.055,3.1975,122751512.0
2025-01-24 12:00:00,3.1975,3.2031,3.0828,3.1009,109875452.0
