timestamp,open,high,low,close,volume
2025-01-01 00:00:00,189.31,192.66,188.0,191.36,783314.959
2025-01-01 12:00:00,191.35,195.33,189.14,194.28,871845.143
2025-01-02 00:00:00,194.28,208.88,193.43,208.51,1907833.76
2025-01-02 12:00:00,208.52,210.48,204.67,208.31,1317090.222
2025-01-03 00:00:00,208.3,215.18,205.63,214.51,1456056.308
2025-01-03 12:00:00,214.52,219.83,212.09,217.99,1795030.248
2025-01-04 00:00:00,218.0,218.18,214.4,216.45,1017626.312
2025-01-04 12:00:00,216.46,217.66,213.54,216.67,926085.078
2025-01-05 00:00:00,216.67,219.05,212.91,213.93,1077624.101
2025-01-05 12:00:00,213.94,214.61,211.46,213.41,1023416.444
2025-01-06 00:00:00,213.41,216.99,211.56,216.26,1048910.179
2025-01-06 12:00:00,216.26,223.18,215.77,218.22,1806452.679
2025-01-07 00:00:00,218.22,219.11,212.88,214.06,1096599.955
2025-01-07 12:00:00,214.07,214.36,201.8,202.17,2645698.329
2025-01-08 00:00:00,202.17,203.28,193.14,195.5,2353819.834
2025-01-08 12:00:00,195.51,199.57,188.34,197.48,2093010.396
2025-01-09 00:00:00,197.48,199.06,189.12,191.18,1350581.44
2025-01-09 12:00:00,191.17,193.07,182.0,184.95,2256565.753
2025-01-10 00:00:00,184.96,193.02,184.95,191.97,1456174.066
2025-01-10 12:00:00,191.98,192.18,183.51,187.68,2186718.016
2025-01-11 00:00:00,187.69,188.79,184.01,186.69,1339920.269
2025-01-11 12:00:00,186.69,191.91,185.66,188.09,864565.787
2025-01-12 00:00:00,188.09,188.6,185.17,186.68,571193.472
2025-01-12 12:00:00,186.68,191.0,186.17,188.51,759723.663
2025-01-13 00:00:00,188.5,191.99,175.23,175.41,2252556.434
2025-01-13 12:00:00,175.41,183.81,168.88,182.87,3417369.179
2025-01-14 00:00:00,182.86,190.09,181.88,187.06,1403637.499
2025-01-14 12:00:00,187.05,190.11,184.69,187.57,1333717.565
2025-01-15 00:00:00,187.57,190.77,185.84,186.98,1050717.107
2025-01-15 12:00:00,186.98,206.04,185.99,205.86,2717893.473
2025-01-16 00:00:00,205.86,212.98,198.47,212.78,1853873.425
2025-01-16 12:00:00,212.77,217.14,205.36,211.14,3856382.232
2025-01-17 00:00:00,211.15,219.7,209.84,218.77,1854647.67
2025-01-17 12:00:00,218.77,222.11,215.66,219.51,2529825.168
2025-01-18 00:00:00,219.52,245.0,217.29,238.95,9568342.803
2025-01-18 12:00:00,238.95,270.67,238.91,261.97,10403638.777
2025-01-19 00:00:00,261.97,295.83,252.08,286.24,12344056.051
2025-01-19 12:00:00,286.23,289.72,236.68,252.42,12707611.549
2025-01-20 00:00:00,252.4,273.29,229.44,260.6,10519812.5
2025-01-20 12:00:00,260.6,261.74,232.07,242.19,6359763.061
2025-01-21 00:00:00,242.18,245.21,230.0,239.44,4282341.041
2025-01-21 12:00:00,239.44,260.06,235.77,250.33,3600396.216
2025-01-22 00:00:00,250.33,259.78,248.43,257.76,2127151.632
2025-01-22 12:00:00,257.75,272.03,253.22,257.36,4096275.984
2025-01-23 00:00:00,257.37,258.48,242.33,244.19,2320793.596
2025-01-23 12:00:00,244.19,258.38,242.19,253.11,4481969.127
2025-01-24 00:00:00,253.12,267.34,247.18,266.82,2817282.633
2025-01-24 12:00:00,266.83,270.18,252.74,253.37,2397011.936
2025-01-25 00:00:00,253.36,253.71,246.33,249.97,1991919.019
2025-01-25 12:00:00,249.97,260.78,248.25,256.41,1712070.282
2025-01-26 00:00:00,256.4,260.16,252.79,255.59,1224069.952
2025-01-26 12:00:00,255.58,258.0,240.32,240.5,1803945.572
2025-01-27 00:00:00,240.49,242.68,220.89,225.85,4751363.114
2025-01-27 12:00:00,225.84,237.9,223.71,234.89,4165257.728
2025-01-28 00:00:00,234.9,244.0,233.06,238.25,1593164.005
2025-01-28 12:00:00,238.25,240.23,225.01,227.06,1890286.082
2025-01-29 00:00:00,227.06,235.9,226.79,231.99,944582.296
2025-01-29 12:00:00,231.98,238.49,222.63,228.16,2899611.542
2025-01-30 00:00:00,228.16,242.13,226.84,241.77,1764571.846
2025-01-30 12:00:00,241.77,244.7,238.3,238.31,1576694.127
2025-01-31 00:00:00,238.3,239.19,234.19,238.76,1123705.474
2025-01-31 12:00:00,238.77,241.82,228.24,231.77,1818460.093
2025-02-01 00:00:00,231.77,236.46,226.29,228.11,1044081.173
2025-02-01 12:00:00,228.1,229.53,212.74,213.03,1805667.477
2025-02-02 00:00:00,213.03,218.9,206.74,208.68,2375854.62
2025-02-02 12:00:00,208.67,214.19,192.31,203.51,4879645.713
2025-02-03 00:00:00,203.52,203.89,175.89,198.74,7829564.263
2025-02-03 12:00:00,198.74,218.7,189.9,216.28,5007406.002
2025-02-04 00:00:00,216.27,219.97,201.87,207.67,2796787.203
2025-02-04 12:00:00,207.67,218.35,202.52,206.64,3227407.184
2025-02-05 00:00:00,206.64,209.39,202.92,206.33,1265413.281
2025-02-05 12:00:00,206.32,207.62,195.14,196.12,1889388.756
2025-02-06 00:00:00,196.12,203.98,195.93,200.26,1287275.124
2025-02-06 12:00:00,200.27,200.65,187.39,189.54,2157492.023
