timestamp,open,high,low,close,volume
2024-12-31 18:00:00,3363.42,3373.18,3343.77,3355.38,18539.1171
2024-12-31 20:00:00,3355.37,3364.64,3332.0,3352.75,15932.9979
2024-12-31 22:00:00,3352.64,3352.64,3328.47,3337.78,15073.2948
2025-01-01 00:00:00,3337.78,3366.4,3335.84,3346.54,15032.582
2025-01-01 02:00:00,3346.54,3368.42,3346.35,3355.2,12801.2746
2025-01-01 04:00:00,3355.2,3356.61,3339.45,3345.41,7873.7127
2025-01-01 06:00:00,3345.41,3350.49,3336.88,3347.12,12194.5702
2025-01-01 08:00:00,3347.11,3348.84,3313.88,3334.64,27192.6675
2025-01-01 10:00:00,3334.83,3348.35,3323.71,3341.0,12427.5329
2025-01-01 12:00:00,3341.01,3353.5,3332.51,3343.37,12499.127
2025-01-01 14:00:00,3343.37,3359.37,3328.2,3352.93,18400.6132
2025-01-01 16:00:00,3352.93,3357.19,3323.03,3343.7,16143.4089
2025-01-01 18:00:00,3343.71,3364.14,3333.26,3356.55,19821.4506
2025-01-01 20:00:00,3356.56,3371.39,3352.0,3368.39,17331.7134
2025-01-01 22:00:00,3368.39,3374.85,3352.66,3360.38,18519.9331
2025-01-02 00:00:00,3360.39,3405.6,3354.5,3383.92,37395.9048
2025-01-02 02:00:00,3383.93,3401.99,3378.0,3388.55,14802.5932
2025-01-02 04:00:00,3388.54,3427.54,3388.0,3412.39,30345.8809
2025-01-02 06:00:00,3412.4,3422.0,3402.13,3420.05,15033.3138
2025-01-02 08:00:00,3420.06,3470.0,3414.21,3467.95,29756.9627
2025-01-02 10:00:00,3467.94,3476.0,3456.87,3471.18,21700.6694
2025-01-02 12:00:00,3471.18,3484.4,3459.44,3465.85,29210.4166
2025-01-02 14:00:00,3465.86,3509.99,3440.38,3463.51,70907.5414
2025-01-02 16:00:00,3463.52,3491.19,3428.99,3450.46,39395.9247
2025-01-02 18:00:00,3450.42,3474.69,3440.21,3463.18,19729.1601
2025-01-02 20:00:00,3463.18,3475.28,3443.01,3454.2,13685.6379
2025-01-02 22:00:00,3454.2,3456.99,3421.79,3455.67,16668.8819
2025-01-03 00:00:00,3455.68,3466.54,3442.62,3464.83,14072.0144
2025-01-03 02:00:00,3464.83,3477.03,3456.02,3470.16,16305.2675
2025-01-03 04:00:00,3470.17,3470.94,3444.81,3455.98,10000.4459
2025-01-03 06:00:00,3455.98,3461.51,3432.44,3433.27,16434.2896
2025-01-03 08:00:00,3433.27,3450.85,3423.44,3443.62,18283.2741
2025-01-03 10:00:00,3443.63,3468.01,3438.59,3465.62,14954.0454
